"","X","Stn.Code","Sampling.Date","State","City.Town.Village.Area","Location.of.Monitoring.Station","Agency","Type.of.Location","SO2","NO2","RSPM.PM10","PM.2.5","season","quarter","Type.of.Location.Binary.form"
"2111",2111,697,"11-04-15","Odisha","Cuttack","Near Barabati Stadium, Tulasipur","Odisha State Pollution Control Board","Residential, Rural and other Areas",2,26,70,26,"summer",2,1
"2112",2112,697,"15-04-15","Odisha","Cuttack","Near Barabati Stadium, Tulasipur","Odisha State Pollution Control Board","Residential, Rural and other Areas",2,29,62,22,"summer",2,1
"2113",2113,697,"18-04-15","Odisha","Cuttack","Near Barabati Stadium, Tulasipur","Odisha State Pollution Control Board","Residential, Rural and other Areas",2,27,71,21,"summer",2,1
"2114",2114,697,"22-04-15","Odisha","Cuttack","Near Barabati Stadium, Tulasipur","Odisha State Pollution Control Board","Residential, Rural and other Areas",2,28,73,26,"summer",2,1
"2115",2115,697,"25-04-15","Odisha","Cuttack","Near Barabati Stadium, Tulasipur","Odisha State Pollution Control Board","Residential, Rural and other Areas",2,28,79,30,"summer",2,1
"2116",2116,697,"29-04-15","Odisha","Cuttack","Near Barabati Stadium, Tulasipur","Odisha State Pollution Control Board","Residential, Rural and other Areas",2,30,76,26,"summer",2,1
"2117",2117,697,"02-05-15","Odisha","Cuttack","Near Barabati Stadium, Tulasipur","Odisha State Pollution Control Board","Residential, Rural and other Areas",2,28,60,26,"summer",2,1
"2118",2118,697,"06-05-15","Odisha","Cuttack","Near Barabati Stadium, Tulasipur","Odisha State Pollution Control Board","Residential, Rural and other Areas",2,26,75,35,"summer",2,1
"2119",2119,697,"09-05-15","Odisha","Cuttack","Near Barabati Stadium, Tulasipur","Odisha State Pollution Control Board","Residential, Rural and other Areas",2,27,89,26,"summer",2,1
"2120",2120,697,"13-05-15","Odisha","Cuttack","Near Barabati Stadium, Tulasipur","Odisha State Pollution Control Board","Residential, Rural and other Areas",2,27,67,22,"summer",2,1
"2121",2121,697,"16-05-15","Odisha","Cuttack","Near Barabati Stadium, Tulasipur","Odisha State Pollution Control Board","Residential, Rural and other Areas",3,27,79,26,"summer",2,1
"2122",2122,697,"20-05-15","Odisha","Cuttack","Near Barabati Stadium, Tulasipur","Odisha State Pollution Control Board","Residential, Rural and other Areas",2,26,76,30,"summer",2,1
"2123",2123,697,"23-05-15","Odisha","Cuttack","Near Barabati Stadium, Tulasipur","Odisha State Pollution Control Board","Residential, Rural and other Areas",2,28,61,26,"summer",2,1
"2124",2124,697,"27-05-15","Odisha","Cuttack","Near Barabati Stadium, Tulasipur","Odisha State Pollution Control Board","Residential, Rural and other Areas",2,29,61,30,"summer",2,1
"2125",2125,697,"30-05-15","Odisha","Cuttack","Near Barabati Stadium, Tulasipur","Odisha State Pollution Control Board","Residential, Rural and other Areas",2,31,59,35,"summer",2,1
"2126",2126,697,"03-06-15","Odisha","Cuttack","Near Barabati Stadium, Tulasipur","Odisha State Pollution Control Board","Residential, Rural and other Areas",2,30,67,35,"summer",2,1
"2127",2127,697,"06-06-15","Odisha","Cuttack","Near Barabati Stadium, Tulasipur","Odisha State Pollution Control Board","Residential, Rural and other Areas",2,30,61,30,"summer",2,1
"2128",2128,697,"10-06-15","Odisha","Cuttack","Near Barabati Stadium, Tulasipur","Odisha State Pollution Control Board","Residential, Rural and other Areas",2,28,60,26,"summer",2,1
"2129",2129,697,"13-06-15","Odisha","Cuttack","Near Barabati Stadium, Tulasipur","Odisha State Pollution Control Board","Residential, Rural and other Areas",2,28,70,30,"summer",2,1
"2130",2130,697,"17-06-15","Odisha","Cuttack","Near Barabati Stadium, Tulasipur","Odisha State Pollution Control Board","Residential, Rural and other Areas",2,30,61,26,"summer",2,1
"2131",2131,697,"20-06-15","Odisha","Cuttack","Near Barabati Stadium, Tulasipur","Odisha State Pollution Control Board","Residential, Rural and other Areas",2,26,58,22,"summer",2,1
"2132",2132,697,"24-06-15","Odisha","Cuttack","Near Barabati Stadium, Tulasipur","Odisha State Pollution Control Board","Residential, Rural and other Areas",2,28,63,26,"summer",2,1
"2133",2133,697,"27-06-15","Odisha","Cuttack","Near Barabati Stadium, Tulasipur","Odisha State Pollution Control Board","Residential, Rural and other Areas",2,29,58,30,"summer",2,1
"2134",2134,697,"01-07-15","Odisha","Cuttack","Near Barabati Stadium, Tulasipur","Odisha State Pollution Control Board","Residential, Rural and other Areas",2,28,62,26,"rainy",2,1
"2135",2135,697,"04-07-15","Odisha","Cuttack","Near Barabati Stadium, Tulasipur","Odisha State Pollution Control Board","Residential, Rural and other Areas",2,28,60,30,"rainy",2,1
"2136",2136,697,"08-07-15","Odisha","Cuttack","Near Barabati Stadium, Tulasipur","Odisha State Pollution Control Board","Residential, Rural and other Areas",2,27,59,29,"rainy",2,1
"2137",2137,697,"11-07-15","Odisha","Cuttack","Near Barabati Stadium, Tulasipur","Odisha State Pollution Control Board","Residential, Rural and other Areas",2,28,65,35,"rainy",2,1
"2138",2138,697,"15-07-15","Odisha","Cuttack","Near Barabati Stadium, Tulasipur","Odisha State Pollution Control Board","Residential, Rural and other Areas",2,28,73,30,"rainy",2,1
"2139",2139,697,"18-07-15","Odisha","Cuttack","Near Barabati Stadium, Tulasipur","Odisha State Pollution Control Board","Residential, Rural and other Areas",2,29,56,26,"rainy",2,1
"2140",2140,697,"22-07-15","Odisha","Cuttack","Near Barabati Stadium, Tulasipur","Odisha State Pollution Control Board","Residential, Rural and other Areas",2,28,59,34,"rainy",2,1
"2141",2141,697,"25-07-15","Odisha","Cuttack","Near Barabati Stadium, Tulasipur","Odisha State Pollution Control Board","Residential, Rural and other Areas",2,28,55,33,"rainy",2,1
"2142",2142,697,"29-07-15","Odisha","Cuttack","Near Barabati Stadium, Tulasipur","Odisha State Pollution Control Board","Residential, Rural and other Areas",2,29,56,30,"rainy",2,1
"2143",2143,697,"02-12-15","Odisha","Cuttack","Near Barabati Stadium, Tulasipur","Odisha State Pollution Control Board","Residential, Rural and other Areas",2,29,90,39,"winter",4,1
"2144",2144,697,"05-12-15","Odisha","Cuttack","Near Barabati Stadium, Tulasipur","Odisha State Pollution Control Board","Residential, Rural and other Areas",4,31,83,43,"winter",4,1
"2145",2145,697,"09-12-15","Odisha","Cuttack","Near Barabati Stadium, Tulasipur","Odisha State Pollution Control Board","Residential, Rural and other Areas",3,29,77,34,"winter",4,1
"2146",2146,697,"12-12-15","Odisha","Cuttack","Near Barabati Stadium, Tulasipur","Odisha State Pollution Control Board","Residential, Rural and other Areas",3,29,81,51,"winter",4,1
"2147",2147,697,"16-12-15","Odisha","Cuttack","Near Barabati Stadium, Tulasipur","Odisha State Pollution Control Board","Residential, Rural and other Areas",2,28,78,38,"winter",4,1
"2148",2148,697,"19-12-15","Odisha","Cuttack","Near Barabati Stadium, Tulasipur","Odisha State Pollution Control Board","Residential, Rural and other Areas",2,29,95,56,"winter",4,1
"2149",2149,697,"23-12-15","Odisha","Cuttack","Near Barabati Stadium, Tulasipur","Odisha State Pollution Control Board","Residential, Rural and other Areas",2,28,99,47,"winter",4,1
"2150",2150,697,"26-12-15","Odisha","Cuttack","Near Barabati Stadium, Tulasipur","Odisha State Pollution Control Board","Residential, Rural and other Areas",2,30,94,34,"winter",4,1
"2151",2151,697,"30-12-15","Odisha","Cuttack","Near Barabati Stadium, Tulasipur","Odisha State Pollution Control Board","Residential, Rural and other Areas",3,33,99,38,"winter",4,1
"2165",2165,816,"20-02-15","Odisha","Konark","Konark police station, Konark","Odisha State Pollution Control Board","Residential, Rural and other Areas",2,11,80,26,"winter",1,1
"2166",2166,816,"24-02-15","Odisha","Konark","Konark police station, Konark","Odisha State Pollution Control Board","Residential, Rural and other Areas",2,11,90,35,"winter",1,1
"2167",2167,816,"26-02-15","Odisha","Konark","Konark police station, Konark","Odisha State Pollution Control Board","Residential, Rural and other Areas",2,12,58,18,"winter",1,1
"2168",2168,816,"13-03-15","Odisha","Konark","Konark police station, Konark","Odisha State Pollution Control Board","Residential, Rural and other Areas",2,12,80,43,"summer",1,1
"2169",2169,816,"17-03-15","Odisha","Konark","Konark police station, Konark","Odisha State Pollution Control Board","Residential, Rural and other Areas",2,11,94,60,"summer",1,1
"2170",2170,816,"20-03-15","Odisha","Konark","Konark police station, Konark","Odisha State Pollution Control Board","Residential, Rural and other Areas",2,12,116,68,"summer",1,1
"2171",2171,816,"30-03-15","Odisha","Konark","Konark police station, Konark","Odisha State Pollution Control Board","Residential, Rural and other Areas",2,11,42,23,"summer",1,1
"2172",2172,816,"04-04-15","Odisha","Konark","Konark police station, Konark","Odisha State Pollution Control Board","Residential, Rural and other Areas",2,12,38,18,"summer",2,1
"2173",2173,816,"07-04-15","Odisha","Konark","Konark police station, Konark","Odisha State Pollution Control Board","Residential, Rural and other Areas",2,10,28,11,"summer",2,1
"2174",2174,816,"10-04-15","Odisha","Konark","Konark police station, Konark","Odisha State Pollution Control Board","Residential, Rural and other Areas",2,11,32,10,"summer",2,1
"2175",2175,816,"16-04-15","Odisha","Konark","Konark police station, Konark","Odisha State Pollution Control Board","Residential, Rural and other Areas",2,13,64,27,"summer",2,1
"2176",2176,816,"20-04-15","Odisha","Konark","Konark police station, Konark","Odisha State Pollution Control Board","Residential, Rural and other Areas",2,11,39,8,"summer",2,1
"2177",2177,816,"25-04-15","Odisha","Konark","Konark police station, Konark","Odisha State Pollution Control Board","Residential, Rural and other Areas",2,11,36,9,"summer",2,1
"2178",2178,816,"27-04-15","Odisha","Konark","Konark police station, Konark","Odisha State Pollution Control Board","Residential, Rural and other Areas",2,11,30,13,"summer",2,1
"2179",2179,816,"29-04-15","Odisha","Konark","Konark police station, Konark","Odisha State Pollution Control Board","Residential, Rural and other Areas",2,12,36,10,"summer",2,1
"2180",2180,816,"04-05-15","Odisha","Konark","Konark police station, Konark","Odisha State Pollution Control Board","Residential, Rural and other Areas",2,13,46,14,"summer",2,1
"2181",2181,816,"07-05-15","Odisha","Konark","Konark police station, Konark","Odisha State Pollution Control Board","Residential, Rural and other Areas",2,12,51,12,"summer",2,1
"2182",2182,816,"11-05-15","Odisha","Konark","Konark police station, Konark","Odisha State Pollution Control Board","Residential, Rural and other Areas",2,12,59,15,"summer",2,1
"2183",2183,816,"14-05-15","Odisha","Konark","Konark police station, Konark","Odisha State Pollution Control Board","Residential, Rural and other Areas",2,12,39,10,"summer",2,1
"2184",2184,816,"20-05-15","Odisha","Konark","Konark police station, Konark","Odisha State Pollution Control Board","Residential, Rural and other Areas",2,14,61,18,"summer",2,1
"2185",2185,816,"25-05-15","Odisha","Konark","Konark police station, Konark","Odisha State Pollution Control Board","Residential, Rural and other Areas",2,11,54,15,"summer",2,1
"2186",2186,816,"30-05-15","Odisha","Konark","Konark police station, Konark","Odisha State Pollution Control Board","Residential, Rural and other Areas",2,12,52,19,"summer",2,1
"2187",2187,816,"02-06-15","Odisha","Konark","Konark police station, Konark","Odisha State Pollution Control Board","Residential, Rural and other Areas",2,10,32,9,"summer",2,1
"2188",2188,816,"05-06-15","Odisha","Konark","Konark police station, Konark","Odisha State Pollution Control Board","Residential, Rural and other Areas",2,10,40,9,"summer",2,1
"2189",2189,816,"09-06-15","Odisha","Konark","Konark police station, Konark","Odisha State Pollution Control Board","Residential, Rural and other Areas",2,14,60,10,"summer",2,1
"2190",2190,816,"11-06-15","Odisha","Konark","Konark police station, Konark","Odisha State Pollution Control Board","Residential, Rural and other Areas",2,19,55,9,"summer",2,1
"2191",2191,816,"16-06-15","Odisha","Konark","Konark police station, Konark","Odisha State Pollution Control Board","Residential, Rural and other Areas",2,11,72,24,"summer",2,1
"2192",2192,816,"19-06-15","Odisha","Konark","Konark police station, Konark","Odisha State Pollution Control Board","Residential, Rural and other Areas",2,11,48,7,"summer",2,1
"2193",2193,816,"23-06-15","Odisha","Konark","Konark police station, Konark","Odisha State Pollution Control Board","Residential, Rural and other Areas",2,12,45,12,"summer",2,1
"2194",2194,816,"30-06-15","Odisha","Konark","Konark police station, Konark","Odisha State Pollution Control Board","Residential, Rural and other Areas",2,12,36,12,"summer",2,1
"2195",2195,816,"03-08-15","Odisha","Konark","Konark police station, Konark","Odisha State Pollution Control Board","Residential, Rural and other Areas",2,12,92,29,"rainy",3,1
"2196",2196,816,"07-08-15","Odisha","Konark","Konark police station, Konark","Odisha State Pollution Control Board","Residential, Rural and other Areas",2,11,85,25,"rainy",3,1
"2197",2197,816,"10-08-15","Odisha","Konark","Konark police station, Konark","Odisha State Pollution Control Board","Residential, Rural and other Areas",2,11,96,36,"rainy",3,1
"2198",2198,816,"12-08-15","Odisha","Konark","Konark police station, Konark","Odisha State Pollution Control Board","Residential, Rural and other Areas",2,12,94,40,"rainy",3,1
"2199",2199,816,"17-08-15","Odisha","Konark","Konark police station, Konark","Odisha State Pollution Control Board","Residential, Rural and other Areas",2,11,81,32,"rainy",3,1
"2200",2200,816,"20-08-15","Odisha","Konark","Konark police station, Konark","Odisha State Pollution Control Board","Residential, Rural and other Areas",2,13,72,22,"rainy",3,1
"2201",2201,816,"27-08-15","Odisha","Konark","Konark police station, Konark","Odisha State Pollution Control Board","Residential, Rural and other Areas",2,13,68,20,"rainy",3,1
"2202",2202,816,"01-09-15","Odisha","Konark","Konark police station, Konark","Odisha State Pollution Control Board","Residential, Rural and other Areas",2,14,67,18,"rainy",3,1
"2203",2203,816,"07-09-15","Odisha","Konark","Konark police station, Konark","Odisha State Pollution Control Board","Residential, Rural and other Areas",2,15,106,32,"rainy",3,1
"2204",2204,816,"10-09-15","Odisha","Konark","Konark police station, Konark","Odisha State Pollution Control Board","Residential, Rural and other Areas",2,17,104,31,"rainy",3,1
"2205",2205,816,"15-09-15","Odisha","Konark","Konark police station, Konark","Odisha State Pollution Control Board","Residential, Rural and other Areas",2,15,53,21,"rainy",3,1
"2206",2206,816,"21-09-15","Odisha","Konark","Konark police station, Konark","Odisha State Pollution Control Board","Residential, Rural and other Areas",2,13,74,24,"rainy",3,1
"2207",2207,816,"25-09-15","Odisha","Konark","Konark police station, Konark","Odisha State Pollution Control Board","Residential, Rural and other Areas",2,17,106,52,"rainy",3,1
"2208",2208,816,"29-09-15","Odisha","Konark","Konark police station, Konark","Odisha State Pollution Control Board","Residential, Rural and other Areas",2,15,129,40,"rainy",3,1
"2209",2209,816,"03-10-15","Odisha","Konark","Konark police station, Konark","Odisha State Pollution Control Board","Residential, Rural and other Areas",2,13,78,33,"winter",3,1
"2210",2210,816,"06-10-15","Odisha","Konark","Konark police station, Konark","Odisha State Pollution Control Board","Residential, Rural and other Areas",2,13,90,37,"winter",3,1
"2211",2211,816,"08-10-15","Odisha","Konark","Konark police station, Konark","Odisha State Pollution Control Board","Residential, Rural and other Areas",2,13,76,26,"winter",3,1
